model_id,brand_id,model_name,speed_mbps,price,rating,stock,sold_units
2806,5,Tenda_Model_676,3600,36.98,2.75,498,134
2807,8,Huawei_Model_580,3600,80.73,4.68,694,586
2808,10,Belkin_Model_862,5400,186.81,2.88,799,661
2809,6,Linksys_Model_768,5400,277.33,3.9,794,584
2810,1,TP-Link_Model_153,600,189.01,3.85,125,107
2811,6,Linksys_Model_721,5400,63.13,2.64,606,564
2812,4,Asus_Model_908,1200,157.41,3.08,893,367
2813,8,Huawei_Model_843,150,317.56,4.56,143,76
2814,2,Netgear_Model_133,5400,98.46,4.3,840,255
2815,8,Huawei_Model_894,150,330.9,3.21,753,696
2816,9,Xiaomi_Model_903,5400,47.7,2.78,638,617
2817,7,Cisco_Model_415,5400,155.23,4.97,242,26
2818,7,Cisco_Model_936,10000,52.08,3.36,876,63
2819,10,Belkin_Model_768,10000,21.59,2.59,659,36
2820,4,Asus_Model_212,10000,335.95,3.98,491,209
2821,7,Cisco_Model_602,300,362.54,3.8,632,195
2822,1,TP-Link_Model_550,1200,336.9,2.83,383,251
2823,6,Linksys_Model_846,1200,240.22,3.84,102,27
2824,10,Belkin_Model_918,1200,330.38,3.59,575,477
2825,4,Asus_Model_234,600,295.03,4.74,962,202
2826,1,TP-Link_Model_397,3600,349.86,3.03,599,184
2827,9,Xiaomi_Model_566,1200,349.02,3.96,794,149
2828,2,Netgear_Model_180,300,268.67,5.0,801,324
2829,1,TP-Link_Model_809,5400,352.35,3.93,624,242
2830,6,Linksys_Model_360,150,234.09,3.37,486,248
2831,2,Netgear_Model_813,300,152.03,4.97,847,603
2832,4,Asus_Model_541,10000,107.53,3.02,962,519
2833,10,Belkin_Model_703,3600,203.52,3.97,671,214
2834,6,Linksys_Model_801,600,264.02,3.82,745,162
2835,5,Tenda_Model_591,10000,30.82,2.82,903,701
2836,7,Cisco_Model_391,1200,208.56,2.66,755,38
2837,1,TP-Link_Model_191,1200,243.81,4.5,51,18
2838,10,Belkin_Model_316,600,206.97,4.69,930,750
2839,8,Huawei_Model_891,2400,240.41,4.82,840,379
2840,10,Belkin_Model_715,5400,170.15,3.4,838,493
2841,8,Huawei_Model_192,1200,28.63,3.57,570,328
2842,2,Netgear_Model_605,5400,53.47,4.36,280,113
2843,6,Linksys_Model_208,300,49.09,4.55,440,241
2844,8,Huawei_Model_133,300,338.02,4.36,505,340
2845,4,Asus_Model_561,300,173.76,4.63,680,636
2846,4,Asus_Model_368,150,47.79,3.67,678,483
2847,7,Cisco_Model_101,10000,282.12,4.95,581,93
2848,2,Netgear_Model_682,5400,311.37,3.17,535,56
2849,5,Tenda_Model_681,600,254.6,2.88,546,24
2850,2,Netgear_Model_627,300,54.41,3.23,556,20
2851,5,Tenda_Model_874,600,144.5,4.69,900,133
2852,9,Xiaomi_Model_598,5400,198.25,4.94,656,318
2853,10,Belkin_Model_375,1200,163.75,3.49,746,675
2854,4,Asus_Model_667,10000,178.39,2.64,888,385
2855,8,Huawei_Model_879,1200,213.66,3.11,770,555
2856,7,Cisco_Model_846,5400,305.53,3.21,842,352
2857,1,TP-Link_Model_817,600,61.79,4.14,325,53
2858,1,TP-Link_Model_224,300,158.57,4.78,215,187
2859,2,Netgear_Model_135,600,109.52,4.93,93,45
2860,3,D-Link_Model_583,150,139.29,4.45,876,430
2861,7,Cisco_Model_365,150,280.79,2.53,501,432
2862,9,Xiaomi_Model_342,3600,27.04,3.43,515,286
2863,6,Linksys_Model_824,3600,360.09,3.11,83,65
2864,5,Tenda_Model_171,2400,251.88,3.56,711,31
2865,4,Asus_Model_275,3600,304.67,4.33,791,467
2866,1,TP-Link_Model_118,5400,290.44,3.56,258,0
2867,3,D-Link_Model_397,600,317.17,4.6,705,703
2868,4,Asus_Model_169,2400,53.79,3.05,479,245
2869,4,Asus_Model_408,1200,348.5,3.23,408,312
2870,2,Netgear_Model_231,300,148.07,4.66,708,490
2871,6,Linksys_Model_604,150,218.63,3.42,108,31
2872,4,Asus_Model_357,600,366.89,2.94,971,645
2873,5,Tenda_Model_435,5400,370.76,3.53,765,737
2874,1,TP-Link_Model_796,10000,257.29,4.75,670,6
2875,5,Tenda_Model_963,1200,92.33,3.35,657,233
2876,1,TP-Link_Model_507,5400,182.41,3.22,720,396
2877,8,Huawei_Model_326,2400,351.68,3.45,633,144
2878,2,Netgear_Model_918,300,175.89,4.97,375,30
2879,9,Xiaomi_Model_315,10000,224.93,2.59,409,251
2880,6,Linksys_Model_198,600,298.54,2.74,856,44
2881,3,D-Link_Model_403,1200,166.62,4.23,908,674
2882,10,Belkin_Model_784,10000,184.44,2.68,601,363
2883,6,Linksys_Model_850,2400,40.89,3.46,970,883
2884,8,Huawei_Model_262,1200,203.43,2.56,743,180
2885,5,Tenda_Model_535,150,140.63,3.59,341,275
2886,1,TP-Link_Model_297,150,63.3,3.02,816,23
2887,8,Huawei_Model_325,1200,91.0,4.02,165,147
2888,9,Xiaomi_Model_849,300,240.39,3.08,97,5
2889,6,Linksys_Model_586,3600,238.86,3.08,938,821
2890,4,Asus_Model_866,10000,153.24,2.64,535,486
2891,2,Netgear_Model_955,150,110.37,4.31,704,39
2892,5,Tenda_Model_816,10000,92.81,4.27,848,82
2893,2,Netgear_Model_475,300,286.98,4.49,640,30
2894,3,D-Link_Model_105,1200,204.17,2.97,153,149
2895,2,Netgear_Model_330,3600,91.25,4.21,241,151
2896,7,Cisco_Model_869,10000,222.44,2.58,481,93
2897,7,Cisco_Model_358,10000,201.7,3.49,960,3
2898,7,Cisco_Model_452,300,244.12,2.92,90,65
2899,7,Cisco_Model_232,10000,386.12,3.86,760,537
2900,8,Huawei_Model_916,3600,331.34,3.48,459,133
2901,6,Linksys_Model_832,10000,394.49,3.61,927,483
2902,8,Huawei_Model_199,5400,207.73,3.2,832,715
2903,6,Linksys_Model_839,1200,155.75,4.11,873,351
2904,8,Huawei_Model_211,1200,350.27,2.77,627,275
2905,10,Belkin_Model_728,3600,249.84,2.68,477,449
2906,9,Xiaomi_Model_660,3600,149.56,3.99,660,85
2907,10,Belkin_Model_541,5400,62.34,3.76,593,93
2908,3,D-Link_Model_637,10000,382.84,2.66,843,75
2909,6,Linksys_Model_246,150,113.95,3.4,405,280
2910,8,Huawei_Model_702,150,198.7,3.22,475,341
2911,1,TP-Link_Model_495,3600,229.25,3.36,822,804
2912,3,D-Link_Model_164,2400,311.51,2.65,740,518
2913,1,TP-Link_Model_155,150,226.88,2.6,956,266
2914,2,Netgear_Model_845,2400,149.94,4.22,580,361
2915,9,Xiaomi_Model_681,150,383.09,4.49,634,177
2916,2,Netgear_Model_375,5400,78.72,4.77,158,9
2917,5,Tenda_Model_470,3600,175.01,4.91,22,6
2918,1,TP-Link_Model_123,10000,316.77,2.56,793,356
2919,2,Netgear_Model_860,2400,290.4,4.19,871,255
2920,10,Belkin_Model_594,10000,329.49,3.33,712,168
2921,1,TP-Link_Model_539,150,99.41,3.54,195,13
2922,1,TP-Link_Model_335,300,290.66,3.37,420,131
2923,3,D-Link_Model_800,3600,32.94,3.19,786,317
2924,3,D-Link_Model_857,10000,182.14,3.18,610,583
2925,7,Cisco_Model_104,10000,252.3,4.3,969,953
2926,3,D-Link_Model_367,300,328.09,4.63,589,87
2927,1,TP-Link_Model_473,150,106.82,3.4,145,17
2928,8,Huawei_Model_248,600,385.96,4.22,273,111
2929,9,Xiaomi_Model_257,300,324.43,3.44,833,373
2930,9,Xiaomi_Model_524,10000,257.39,3.7,640,621
2931,6,Linksys_Model_911,3600,245.93,3.48,840,315
2932,3,D-Link_Model_391,2400,316.89,4.58,920,617
2933,2,Netgear_Model_345,150,202.15,3.88,408,17
2934,3,D-Link_Model_577,150,312.7,2.54,796,570
2935,5,Tenda_Model_490,1200,173.59,2.61,953,639
2936,5,Tenda_Model_779,3600,338.8,3.3,692,509
2937,8,Huawei_Model_414,5400,366.71,4.08,22,21
2938,5,Tenda_Model_292,3600,75.64,3.22,448,321
2939,7,Cisco_Model_625,3600,381.19,4.34,741,266
2940,10,Belkin_Model_273,1200,30.87,4.27,39,22
2941,2,Netgear_Model_430,1200,132.3,3.74,619,313
2942,9,Xiaomi_Model_828,600,319.38,2.61,660,605
2943,7,Cisco_Model_382,600,209.92,2.64,250,143
2944,10,Belkin_Model_844,2400,220.75,3.36,811,79
2945,8,Huawei_Model_856,3600,70.43,3.24,297,159
2946,10,Belkin_Model_810,3600,135.96,2.51,175,9
2947,9,Xiaomi_Model_396,1200,346.79,4.09,21,9
2948,5,Tenda_Model_876,1200,393.52,4.25,128,6
2949,9,Xiaomi_Model_530,150,203.22,2.68,441,49
2950,9,Xiaomi_Model_368,600,337.71,4.13,907,878
2951,3,D-Link_Model_460,2400,159.13,4.1,203,94
2952,8,Huawei_Model_191,150,334.03,4.71,219,191
2953,8,Huawei_Model_429,300,372.44,3.12,250,219
2954,1,TP-Link_Model_978,300,383.16,3.59,652,575
2955,10,Belkin_Model_617,150,356.19,4.36,205,190
2956,4,Asus_Model_371,3600,230.19,4.11,35,22
2957,5,Tenda_Model_257,5400,199.9,2.95,900,355
2958,3,D-Link_Model_711,2400,383.11,3.72,763,194
2959,10,Belkin_Model_325,2400,373.62,2.95,147,80
2960,3,D-Link_Model_385,150,120.92,3.49,236,167
2961,8,Huawei_Model_920,600,189.99,3.76,315,32
2962,6,Linksys_Model_193,1200,283.3,4.03,578,102
2963,9,Xiaomi_Model_589,5400,347.33,3.08,56,46
2964,4,Asus_Model_698,3600,322.8,4.82,791,179
2965,5,Tenda_Model_528,1200,287.4,3.99,168,90
2966,8,Huawei_Model_382,5400,80.49,4.79,429,220
2967,10,Belkin_Model_509,2400,218.24,4.87,238,64
2968,1,TP-Link_Model_184,5400,168.12,2.73,664,409
2969,4,Asus_Model_446,5400,369.03,2.99,588,208
2970,3,D-Link_Model_738,1200,218.03,4.25,404,39
2971,4,Asus_Model_655,1200,227.21,3.13,696,664
2972,9,Xiaomi_Model_345,300,63.01,3.49,749,156
2973,10,Belkin_Model_872,150,279.84,4.09,86,29
2974,1,TP-Link_Model_702,150,364.9,4.48,143,3
2975,4,Asus_Model_227,2400,243.84,4.17,179,14
2976,9,Xiaomi_Model_322,3600,107.58,3.41,739,371
2977,4,Asus_Model_792,600,294.63,4.18,202,183
2978,10,Belkin_Model_157,2400,210.8,2.71,276,272
2979,5,Tenda_Model_642,150,181.36,4.9,668,64
2980,9,Xiaomi_Model_791,600,373.46,3.34,514,108
2981,2,Netgear_Model_810,150,216.97,3.56,55,36
2982,1,TP-Link_Model_642,10000,383.89,4.51,745,629
2983,8,Huawei_Model_252,150,367.86,3.73,906,808
2984,10,Belkin_Model_415,10000,190.04,4.92,203,101
2985,6,Linksys_Model_642,1200,357.82,3.1,119,2
2986,6,Linksys_Model_393,3600,91.52,4.13,893,3
2987,1,TP-Link_Model_426,150,221.39,3.72,745,11
2988,10,Belkin_Model_730,300,326.45,4.18,94,68
2989,2,Netgear_Model_663,10000,151.42,3.88,365,37
2990,3,D-Link_Model_590,300,270.71,4.79,833,163
2991,6,Linksys_Model_707,150,345.57,3.85,154,121
2992,4,Asus_Model_239,150,361.8,3.84,999,738
2993,5,Tenda_Model_226,10000,214.8,2.55,435,332
2994,7,Cisco_Model_974,10000,131.31,3.0,244,115
2995,6,Linksys_Model_381,1200,207.58,4.51,903,322
2996,8,Huawei_Model_949,1200,151.99,2.61,677,338
2997,1,TP-Link_Model_250,150,318.42,4.31,897,139
2998,6,Linksys_Model_794,2400,339.13,4.11,883,686
2999,2,Netgear_Model_286,300,59.67,2.73,750,452
3000,5,Tenda_Model_513,150,115.04,3.63,944,717
3001,3,D-Link_Model_866,150,378.74,3.45,550,375
3002,1,TP-Link_Model_184,600,378.88,2.98,624,572
3003,8,Huawei_Model_730,600,120.52,3.62,387,134
3004,8,Huawei_Model_563,300,201.67,4.11,622,603
3005,8,Huawei_Model_748,300,94.38,2.79,615,64
3006,9,Xiaomi_Model_321,3600,99.91,2.56,753,348
3007,6,Linksys_Model_348,600,143.86,3.27,343,65
3008,9,Xiaomi_Model_949,2400,110.47,4.66,900,508
3009,1,TP-Link_Model_689,2400,57.05,4.11,334,2
3010,6,Linksys_Model_956,3600,214.0,4.95,119,12
3011,10,Belkin_Model_129,300,157.43,4.91,502,365
3012,9,Xiaomi_Model_386,300,249.27,2.71,83,69
3013,1,TP-Link_Model_422,1200,285.43,4.48,834,606
3014,6,Linksys_Model_868,5400,312.12,3.07,846,475
3015,7,Cisco_Model_942,2400,242.89,4.32,875,213
3016,7,Cisco_Model_522,1200,168.89,3.1,717,168
3017,10,Belkin_Model_628,300,57.76,3.43,74,50
3018,7,Cisco_Model_750,5400,148.57,3.66,186,27
3019,9,Xiaomi_Model_387,5400,198.15,3.41,289,83
3020,10,Belkin_Model_115,2400,43.41,4.91,512,349
3021,1,TP-Link_Model_721,2400,105.0,2.75,733,393
3022,7,Cisco_Model_331,10000,274.15,3.06,174,95
3023,6,Linksys_Model_151,150,240.15,3.71,681,539
3024,10,Belkin_Model_934,3600,38.84,4.7,219,80
3025,7,Cisco_Model_318,300,40.46,3.79,393,55
3026,6,Linksys_Model_580,10000,274.46,4.75,974,499
3027,7,Cisco_Model_954,150,249.86,2.92,487,476
3028,1,TP-Link_Model_577,5400,70.67,4.58,912,683
3029,9,Xiaomi_Model_189,1200,74.99,2.7,498,298
3030,5,Tenda_Model_516,300,78.38,3.56,678,560
3031,7,Cisco_Model_887,10000,205.7,2.95,76,29
3032,10,Belkin_Model_987,300,56.95,3.06,313,238
3033,8,Huawei_Model_805,10000,75.18,4.04,959,380
3034,2,Netgear_Model_264,2400,249.95,3.13,732,128
3035,2,Netgear_Model_520,3600,190.16,4.51,732,163
3036,9,Xiaomi_Model_878,300,144.03,3.82,516,442
3037,4,Asus_Model_612,150,358.59,3.2,380,86
3038,10,Belkin_Model_697,600,265.69,3.34,37,33
3039,1,TP-Link_Model_307,600,128.3,3.1,674,597
3040,1,TP-Link_Model_911,2400,244.71,3.68,486,179
3041,2,Netgear_Model_875,2400,196.58,2.73,906,904
3042,2,Netgear_Model_508,600,108.08,4.92,31,3
3043,7,Cisco_Model_689,10000,391.22,3.61,898,515
3044,3,D-Link_Model_778,5400,261.59,4.37,325,24
3045,7,Cisco_Model_602,10000,361.05,4.2,717,401
3046,10,Belkin_Model_729,2400,246.57,4.23,363,243
3047,7,Cisco_Model_263,10000,184.49,4.03,660,630
3048,8,Huawei_Model_634,5400,56.04,3.27,973,263
3049,3,D-Link_Model_694,1200,392.69,4.65,856,544
3050,4,Asus_Model_845,10000,169.91,4.92,204,43
3051,3,D-Link_Model_754,150,170.73,4.84,558,97
3052,1,TP-Link_Model_361,3600,213.11,2.69,647,373
3053,1,TP-Link_Model_467,1200,106.83,2.8,601,143
3054,9,Xiaomi_Model_976,5400,316.81,2.8,630,122
3055,3,D-Link_Model_458,300,198.39,4.17,632,346
3056,6,Linksys_Model_215,600,283.46,3.88,454,412
3057,6,Linksys_Model_467,3600,110.96,3.58,720,147
3058,8,Huawei_Model_152,600,219.01,3.28,248,67
3059,5,Tenda_Model_315,3600,58.02,3.44,89,77
3060,6,Linksys_Model_977,600,151.36,4.09,426,91
3061,7,Cisco_Model_510,150,303.56,2.89,729,462
3062,1,TP-Link_Model_342,600,350.25,3.0,711,510
3063,5,Tenda_Model_511,2400,233.96,4.68,162,19
3064,4,Asus_Model_675,300,142.63,4.86,127,95
3065,3,D-Link_Model_726,300,154.08,3.54,780,465
3066,2,Netgear_Model_889,10000,95.46,3.03,904,264
3067,1,TP-Link_Model_807,600,73.55,4.03,25,9
3068,4,Asus_Model_657,150,279.13,3.71,614,109
3069,9,Xiaomi_Model_449,1200,242.8,3.24,379,15
3070,8,Huawei_Model_687,10000,42.01,3.12,235,218
3071,2,Netgear_Model_224,5400,341.3,3.73,490,157
3072,7,Cisco_Model_973,2400,388.44,3.8,19,0
3073,2,Netgear_Model_685,150,308.15,2.66,27,14
3074,10,Belkin_Model_443,10000,384.91,4.46,845,77
3075,4,Asus_Model_219,600,123.14,4.59,327,19
3076,2,Netgear_Model_710,300,271.01,4.92,472,174
3077,7,Cisco_Model_761,600,259.95,2.76,149,32
3078,5,Tenda_Model_212,1200,179.55,4.28,46,43
3079,1,TP-Link_Model_857,5400,369.92,4.22,564,66
3080,1,TP-Link_Model_768,600,105.7,4.4,793,308
3081,8,Huawei_Model_220,300,70.44,2.69,319,87
3082,1,TP-Link_Model_112,600,357.79,4.59,486,279
3083,9,Xiaomi_Model_979,150,387.34,3.87,894,803
3084,10,Belkin_Model_622,300,352.84,4.62,692,75
3085,3,D-Link_Model_230,5400,72.4,4.66,832,295
3086,9,Xiaomi_Model_528,600,152.39,3.61,215,197
3087,3,D-Link_Model_818,300,367.95,4.48,754,83
3088,5,Tenda_Model_672,3600,235.58,3.5,439,341
3089,6,Linksys_Model_314,150,83.67,4.67,164,10
3090,5,Tenda_Model_134,5400,113.96,4.81,929,851
3091,3,D-Link_Model_856,300,203.99,2.59,714,114
3092,1,TP-Link_Model_422,1200,50.16,2.59,618,63
3093,9,Xiaomi_Model_391,300,195.94,4.6,705,2
3094,7,Cisco_Model_769,300,32.03,3.74,983,355
3095,10,Belkin_Model_975,10000,78.06,3.67,450,113
3096,9,Xiaomi_Model_784,2400,253.7,4.87,994,124
3097,6,Linksys_Model_364,2400,374.15,3.19,645,636
3098,2,Netgear_Model_735,150,47.72,2.77,234,107
3099,10,Belkin_Model_363,600,84.87,3.47,939,211
3100,2,Netgear_Model_408,150,351.24,3.56,841,787
3101,1,TP-Link_Model_145,300,60.59,2.53,729,221
3102,8,Huawei_Model_966,1200,351.63,3.85,254,106
3103,10,Belkin_Model_904,600,140.84,3.91,250,14
3104,6,Linksys_Model_695,10000,299.98,4.81,48,19
3105,7,Cisco_Model_788,600,362.25,3.21,362,60
3106,10,Belkin_Model_941,5400,387.34,2.97,595,505
3107,10,Belkin_Model_244,150,362.78,2.97,511,466
3108,3,D-Link_Model_979,1200,189.85,3.24,822,38
3109,5,Tenda_Model_611,600,289.51,3.73,567,532
3110,10,Belkin_Model_169,10000,168.74,4.31,906,193
3111,4,Asus_Model_847,1200,262.06,2.59,522,414
3112,9,Xiaomi_Model_584,2400,329.91,2.82,614,191
3113,3,D-Link_Model_565,1200,195.14,4.09,420,265
3114,2,Netgear_Model_699,2400,311.78,4.41,54,32
3115,9,Xiaomi_Model_474,10000,173.1,3.65,111,53
3116,2,Netgear_Model_378,5400,312.17,4.5,831,496
3117,5,Tenda_Model_424,600,390.67,2.94,19,1
3118,2,Netgear_Model_303,1200,318.47,3.41,60,43
3119,9,Xiaomi_Model_252,1200,21.61,3.57,186,152
3120,7,Cisco_Model_125,5400,121.09,4.87,426,411
3121,3,D-Link_Model_988,5400,132.27,3.0,809,399
3122,2,Netgear_Model_399,2400,368.68,4.23,335,108
3123,3,D-Link_Model_986,10000,273.63,3.11,962,823
3124,4,Asus_Model_399,600,196.1,3.38,415,278
3125,7,Cisco_Model_421,2400,26.63,3.43,688,596
3126,2,Netgear_Model_542,5400,181.46,3.67,147,147
3127,5,Tenda_Model_789,5400,271.4,4.22,220,154
3128,1,TP-Link_Model_512,10000,384.65,3.1,248,181
3129,9,Xiaomi_Model_999,2400,95.91,4.85,29,21
3130,9,Xiaomi_Model_417,3600,142.65,3.73,972,76
3131,4,Asus_Model_494,3600,171.86,3.94,264,184
3132,7,Cisco_Model_355,300,304.48,3.87,841,358
3133,5,Tenda_Model_950,150,104.2,4.79,618,376
3134,1,TP-Link_Model_472,600,298.53,2.82,758,746
3135,5,Tenda_Model_912,300,145.61,3.55,451,302
3136,6,Linksys_Model_471,150,254.92,2.96,101,72
3137,10,Belkin_Model_736,150,59.47,4.12,69,30
3138,3,D-Link_Model_910,150,245.81,3.97,440,382
3139,10,Belkin_Model_212,300,349.64,3.31,970,350
3140,10,Belkin_Model_199,5400,264.41,3.05,981,940
3141,7,Cisco_Model_444,600,120.64,3.19,748,529
3142,2,Netgear_Model_975,5400,129.43,4.76,411,243
3143,6,Linksys_Model_644,150,322.39,3.88,262,59
3144,1,TP-Link_Model_841,300,219.26,4.3,313,277
3145,10,Belkin_Model_944,5400,192.58,4.31,155,128
3146,7,Cisco_Model_564,2400,319.01,4.4,188,30
3147,9,Xiaomi_Model_392,10000,198.65,4.84,563,364
3148,8,Huawei_Model_352,5400,118.79,4.92,372,359
3149,10,Belkin_Model_430,600,250.15,3.94,537,244
3150,10,Belkin_Model_702,600,287.11,2.58,890,367
3151,10,Belkin_Model_776,300,131.19,3.5,896,223
3152,4,Asus_Model_659,2400,279.46,2.57,738,720
3153,9,Xiaomi_Model_105,10000,48.91,3.42,197,121
3154,9,Xiaomi_Model_246,300,52.82,3.59,610,99
3155,1,TP-Link_Model_805,2400,386.96,4.17,115,48
3156,7,Cisco_Model_664,600,241.31,4.29,535,248
3157,10,Belkin_Model_327,5400,132.2,4.19,858,13
3158,6,Linksys_Model_422,150,149.32,4.11,867,17
3159,5,Tenda_Model_672,5400,273.16,3.98,82,62
3160,9,Xiaomi_Model_997,10000,301.61,3.98,957,657
3161,1,TP-Link_Model_486,1200,164.08,3.41,818,615
3162,2,Netgear_Model_625,3600,381.47,4.9,86,21
3163,6,Linksys_Model_628,5400,231.52,3.05,372,350
3164,8,Huawei_Model_325,5400,204.21,3.15,678,659
3165,9,Xiaomi_Model_704,2400,165.85,4.73,500,293
3166,9,Xiaomi_Model_636,600,362.69,2.72,741,536
3167,7,Cisco_Model_742,2400,36.71,4.04,165,108
3168,4,Asus_Model_253,1200,308.3,4.66,882,858
3169,1,TP-Link_Model_806,150,50.44,4.38,509,7
3170,4,Asus_Model_736,150,357.59,3.22,240,87
3171,6,Linksys_Model_899,150,90.82,3.94,571,488
3172,2,Netgear_Model_239,150,174.53,4.77,177,67
3173,8,Huawei_Model_185,150,219.9,3.01,490,254
3174,3,D-Link_Model_673,1200,202.24,3.95,36,8
3175,10,Belkin_Model_656,600,268.56,3.34,861,108
3176,3,D-Link_Model_639,10000,155.53,3.86,447,332
3177,2,Netgear_Model_443,600,260.73,4.02,606,51
3178,5,Tenda_Model_912,10000,307.21,3.54,299,70
3179,6,Linksys_Model_281,300,231.78,3.37,725,394
3180,8,Huawei_Model_627,10000,245.31,2.91,858,816
3181,2,Netgear_Model_409,150,379.42,3.02,263,164
3182,8,Huawei_Model_349,10000,158.78,4.42,874,558
3183,9,Xiaomi_Model_708,600,170.58,2.98,707,295
3184,3,D-Link_Model_879,300,315.29,2.95,244,198
3185,2,Netgear_Model_202,10000,127.17,3.55,993,729
3186,8,Huawei_Model_840,5400,196.4,4.57,178,34
3187,5,Tenda_Model_964,300,231.88,4.69,926,552
3188,6,Linksys_Model_502,5400,89.34,4.81,920,165
3189,6,Linksys_Model_385,300,55.04,4.36,858,91
3190,7,Cisco_Model_211,10000,47.66,3.19,100,86
3191,5,Tenda_Model_315,300,385.08,3.9,894,7
3192,7,Cisco_Model_610,1200,370.72,3.62,323,191
3193,5,Tenda_Model_645,10000,20.75,3.44,378,125
3194,6,Linksys_Model_311,3600,253.55,2.76,37,16
3195,6,Linksys_Model_870,10000,376.39,3.65,887,533
3196,2,Netgear_Model_638,150,302.88,4.44,601,158
3197,9,Xiaomi_Model_291,10000,160.02,2.86,624,72
3198,1,TP-Link_Model_188,10000,45.27,3.1,333,322
3199,7,Cisco_Model_389,1200,178.06,4.92,223,217
3200,6,Linksys_Model_787,150,173.64,2.67,363,115
3201,1,TP-Link_Model_552,3600,31.11,3.77,667,644
3202,10,Belkin_Model_853,150,220.03,4.54,884,365
3203,3,D-Link_Model_703,10000,63.06,3.62,593,303
3204,3,D-Link_Model_119,10000,104.51,2.85,733,129
3205,6,Linksys_Model_351,2400,315.89,3.29,710,591
3206,5,Tenda_Model_119,5400,340.54,4.15,327,191
3207,3,D-Link_Model_588,2400,183.26,4.78,594,120
3208,3,D-Link_Model_622,300,294.17,2.76,802,14
3209,10,Belkin_Model_451,10000,355.34,3.08,509,24
3210,2,Netgear_Model_961,1200,80.57,4.51,976,32
3211,10,Belkin_Model_624,150,335.81,2.54,38,15
3212,6,Linksys_Model_770,300,109.04,4.52,347,347
3213,8,Huawei_Model_246,1200,164.5,4.09,140,20
3214,3,D-Link_Model_386,3600,80.34,2.75,281,260
3215,3,D-Link_Model_931,300,124.51,4.92,870,214
3216,4,Asus_Model_620,2400,324.22,2.82,128,7
3217,4,Asus_Model_390,600,186.43,4.57,338,209
3218,6,Linksys_Model_246,1200,78.26,2.9,797,284
3219,7,Cisco_Model_162,5400,111.12,4.35,388,281
3220,6,Linksys_Model_976,2400,47.25,3.1,717,526
3221,1,TP-Link_Model_808,600,122.62,2.77,513,424
3222,5,Tenda_Model_552,10000,49.55,3.73,149,54
3223,1,TP-Link_Model_315,10000,207.46,4.82,958,548
3224,3,D-Link_Model_909,5400,128.58,3.08,370,190
3225,6,Linksys_Model_394,5400,279.5,4.08,172,26
3226,9,Xiaomi_Model_426,3600,56.22,2.68,979,384
3227,5,Tenda_Model_254,5400,361.27,3.58,807,673
3228,1,TP-Link_Model_524,1200,307.84,3.21,494,295
3229,3,D-Link_Model_201,2400,156.73,4.67,209,136
3230,4,Asus_Model_126,5400,314.56,4.89,772,629
3231,6,Linksys_Model_768,3600,349.95,2.69,748,259
3232,5,Tenda_Model_645,150,81.41,2.84,188,142
3233,5,Tenda_Model_396,5400,207.94,4.72,182,21
3234,7,Cisco_Model_387,5400,240.67,3.38,626,61
3235,2,Netgear_Model_259,10000,156.5,2.94,393,241
3236,4,Asus_Model_885,5400,28.36,4.16,389,168
3237,7,Cisco_Model_828,2400,234.55,4.56,735,320
3238,1,TP-Link_Model_324,300,107.19,4.54,982,518
3239,9,Xiaomi_Model_718,150,108.43,4.73,426,164
3240,4,Asus_Model_309,1200,365.82,4.55,575,21
3241,5,Tenda_Model_442,3600,196.45,4.73,265,167
3242,2,Netgear_Model_269,600,337.74,4.44,175,0
3243,10,Belkin_Model_519,1200,186.09,4.64,999,402
3244,1,TP-Link_Model_893,1200,106.43,2.53,475,210
3245,5,Tenda_Model_613,600,307.25,3.34,620,391
3246,6,Linksys_Model_724,3600,246.41,4.51,514,216
3247,2,Netgear_Model_212,3600,370.21,3.48,526,395
3248,9,Xiaomi_Model_351,300,139.9,2.5,42,41
3249,2,Netgear_Model_668,1200,216.07,3.4,517,444
3250,1,TP-Link_Model_887,150,269.98,4.1,64,2
3251,2,Netgear_Model_342,5400,304.65,4.06,271,39
3252,5,Tenda_Model_679,1200,396.02,3.69,356,243
3253,5,Tenda_Model_801,10000,385.11,2.97,951,323
3254,7,Cisco_Model_272,150,49.02,4.37,35,30
3255,1,TP-Link_Model_117,150,214.55,2.94,393,67
3256,8,Huawei_Model_145,2400,258.46,3.03,172,143
3257,9,Xiaomi_Model_536,1200,302.72,3.97,216,79
3258,7,Cisco_Model_555,3600,396.26,3.6,15,10
3259,5,Tenda_Model_916,5400,309.04,3.43,379,373
3260,3,D-Link_Model_270,10000,311.01,3.3,267,247
3261,4,Asus_Model_293,300,232.65,2.67,734,326
3262,2,Netgear_Model_523,5400,130.17,3.0,434,310
3263,8,Huawei_Model_714,300,141.99,4.25,482,223
3264,1,TP-Link_Model_646,600,114.35,2.62,14,1
3265,8,Huawei_Model_562,2400,105.6,3.49,665,201
3266,5,Tenda_Model_606,600,287.68,4.6,630,249
3267,5,Tenda_Model_639,150,311.7,4.73,247,3
3268,10,Belkin_Model_254,1200,365.23,3.09,184,41
3269,9,Xiaomi_Model_507,300,395.22,3.42,130,52
3270,5,Tenda_Model_586,300,357.36,4.89,125,83
3271,3,D-Link_Model_936,10000,115.32,4.53,84,16
3272,10,Belkin_Model_752,300,95.15,2.8,764,28
